,index,x0,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
22,22,0.13346631825020785,0.18063769629822563,0.34920455750149354,1.0480266496605557,93.95215688547685,ERI,42.08,-80.17861111,US,PA,east,no
23,23,0.14003851222684527,1.1070381683620967,0.34920455750149354,1.0480266496605557,93.95215688547685,FLL,26.07416667,-80.15166667,US,FL,east,yes
24,24,0.3284500326835794,0.4092774547067866,0.34920455750149354,1.0480266496605557,93.95215688547685,FNT,42.96666667,-83.74166667,US,MI,east,no
25,25,0.2739109842033503,0.5455575140812362,0.34920455750149354,1.0480266496605557,93.95215688547685,GPT,30.40611111,-89.07027778,US,MS,centre,no
26,26,0.06327354243182777,0.6585391301129989,0.34920455750149354,1.0480266496605557,93.95215688547685,GRB,44.48805556,-88.13055556,US,WI,centre,no
27,27,0.07249952087466256,0.6907821835855563,0.34920455750149354,1.0480266496605557,93.95215688547685,GSP,34.89888889,-82.21388889,US,SC,east,no
28,28,0.03886837199985104,0.7968942394772296,0.34920455750149354,1.0480266496605557,93.95215688547685,HSV,34.64277778,-86.77555556,US,AL,centre,no
29,29,0.3433216916452596,1.7609697468818446,0.34920455750149354,1.0480266496605557,93.95215688547685,IAD,38.94166667,-77.4575,US,VA,east,yes
30,30,0.20979623941506798,0.975723500230306,0.34920455750149354,1.0480266496605557,93.95215688547685,ICT,37.65,-97.43277778,US,KS,centre,no
31,31,0.4014603148783248,0.4305662407094189,0.34920455750149354,1.0480266496605557,93.95215688547685,ILM,34.26694444,-77.90388889,US,NC,east,no
32,32,0.24061885254414003,1.4477821347940838,0.34920455750149354,1.0480266496605557,93.95215688547685,IND,39.72888889,-86.28166667,US,IN,east,no
33,33,0.2682048976202651,0.7961947384704773,0.34920455750149354,1.0480266496605557,93.95215688547685,JAX,30.48472222,-81.68777778,US,FL,east,no
34,34,0.4193941994347329,0.7460151473839318,0.34920455750149354,1.0480266496605557,93.95215688547685,JFK,40.63861111,-73.77694444,US,NY,east,yes
35,35,0.5297034562006125,0.03802946429274745,0.34920455750149354,1.0480266496605557,93.95215688547685,LBE,40.27638889,-79.40277778,US,PA,east,no
36,36,0.2884417256661746,0.6623888762511216,0.34920455750149354,1.0480266496605557,93.95215688547685,LEX,38.03972222,-84.60222222,US,KY,centre,no
37,37,0.31785086473876606,1.2311082530773936,0.34920455750149354,1.0480266496605557,93.95215688547685,LGA,40.77944444,-73.87583333,US,NY,east,no
38,38,0.24860040796344868,1.044834476089187,0.34920455750149354,1.0480266496605557,93.95215688547685,LIT,34.72916667,-92.23444444,US,AR,centre,no
39,39,0.19702094650385543,1.4135400664998814,0.34920455750149354,1.0480266496605557,93.95215688547685,MCI,39.2975,-94.71388889,US,MO,centre,no
40,40,0.3133454562696699,1.293215237409934,0.34920455750149354,1.0480266496605557,93.95215688547685,MCO,28.43166667,-81.32472222,US,FL,east,no
41,41,0.2783072388897967,1.2139074888211416,0.34920455750149354,1.0480266496605557,93.95215688547685,MDW,41.785,-87.75194444,US,IL,east,no
42,42,0.4053652129610446,1.4629013363385996,0.34920455750149354,1.0480266496605557,93.95215688547685,MEM,35.04972222,-89.97861111,US,TN,east,no
43,43,0.053442158600297024,1.8989270909353184,0.34920455750149354,1.0480266496605557,93.95215688547685,MKE,42.95027778,-87.89722222,US,WI,centre,no
44,44,0.33880089217326653,0.5029891413476222,0.34920455750149354,1.0480266496605557,93.95215688547685,MLI,41.44888889,-90.505,US,IL,east,no
45,45,0.23451385361611526,0.7986523096199525,0.34920455750149354,1.0480266496605557,93.95215688547685,MSN,43.14194444,-89.33694444,US,WI,centre,no
46,46,0.3017812594211748,0.4938961273538482,0.34920455750149354,1.0480266496605557,93.95215688547685,MYR,33.67916667,-78.92972222,US,SC,east,no
47,47,0.23100022304103288,1.7582724371547638,0.34920455750149354,1.0480266496605557,93.95215688547685,ORD,41.97805556,-87.90611111,US,IL,east,yes
48,48,0.36483924937961776,0.06259970413888623,0.34920455750149354,1.0480266496605557,93.95215688547685,PGD,26.91916667,-81.99138889,US,FL,east,no
49,49,0.35619928796826267,1.655394097588621,0.34920455750149354,1.0480266496605557,93.95215688547685,PHL,39.86805556,-75.24861111,US,PA,east,no
50,50,0.417641396201634,0.34772614417445524,0.34920455750149354,1.0480266496605557,93.95215688547685,PIE,27.90722222,-82.68555556,US,FL,east,no
51,51,0.33655693886306004,1.3700733077262983,0.34920455750149354,1.0480266496605557,93.95215688547685,PIT,40.49666667,-80.23583333,US,PA,east,no
52,52,0.2738296416288716,0.11892486730591531,0.34920455750149354,1.0480266496605557,93.95215688547685,PUB,38.29277778,-104.49611111,US,CO,west,no
53,53,0.09526201503424442,0.9665837130437975,0.34920455750149354,1.0480266496605557,93.95215688547685,RIC,37.50527778,-77.31972222,US,VA,east,no
54,54,0.28059867842670494,0.34879783400301356,0.34920455750149354,1.0480266496605557,93.95215688547685,ROA,37.32472222,-79.97638889,US,VA,east,no
55,55,0.2841571968375224,0.5851505997440521,0.34920455750149354,1.0480266496605557,93.95215688547685,RSW,26.53611111,-81.755,US,FL,east,no
56,56,0.24010726082373288,0.2899441694000543,0.34920455750149354,1.0480266496605557,93.95215688547685,SFB,28.775,-81.24027778,US,FL,east,no
57,57,0.4955121806601741,0.41565490423074924,0.34920455750149354,1.0480266496605557,93.95215688547685,SRQ,27.39388889,-82.55416667,US,FL,east,no
58,58,0.2716921282865256,1.2894836919174457,0.34920455750149354,1.0480266496605557,93.95215688547685,STL,38.74722222,-90.36444444,US,MO,centre,no
59,59,0.23442912367459573,1.1652720571950512,0.34920455750149354,1.0480266496605557,93.95215688547685,TUL,36.19777778,-95.88972222,US,OK,centre,no
60,60,0.2870212114335777,0.8483644714288191,0.34920455750149354,1.0480266496605557,93.95215688547685,UTM,34.68083333,-90.34638889,US,MS,centre,no
61,61,0.32908752891675563,0.3570753400871519,0.34920455750149354,1.0480266496605557,93.95215688547685,VPS,30.48333333,-86.52527778,US,FL,east,no
62,62,0.1317587213781916,0.09110305013562706,0.34920455750149354,1.0480266496605557,93.95215688547685,ABI,32.40944444,-99.67972222,US,TX,centre,no
63,63,0.19767345355359683,0.7959582441048472,0.34920455750149354,1.0480266496605557,93.95215688547685,ELP,31.80666667,-106.37722222,US,TX,centre,no
64,64,0.18937717134729692,0.3150027920697704,0.34920455750149354,1.0480266496605557,93.95215688547685,ENV,40.71861111,-114.03388889,US,UT,west,no
65,65,0.13491786939458733,0.039350239092909245,0.34920455750149354,1.0480266496605557,93.95215688547685,GGG,32.38666667,-94.71527778,US,TX,centre,no
66,66,0.2531125951842623,0.9458290786526162,0.34920455750149354,1.0480266496605557,93.95215688547685,IFP,35.16444444,-114.56527778,US,AZ,west,no
67,67,0.33293113637592514,0.07051983695428901,0.34920455750149354,1.0480266496605557,93.95215688547685,SJT,31.35972222,-100.49444444,US,TX,centre,no
68,68,0.16350523941375492,1.1850306522848149,0.34920455750149354,1.0480266496605557,93.95215688547685,SLC,40.78416667,-111.96694444,US,UT,west,no
69,69,0.2349300976670825,0.08856829966599056,0.34920455750149354,1.0480266496605557,93.95215688547685,SMO,34.01611111,-118.45083333,US,CA,west,no
70,70,0.31047179686537324,0.8170930049096753,0.34920455750149354,1.0480266496605557,93.95215688547685,ABQ,35.04166667,-106.60638889,US,NM,west,no
71,71,0.2580129148812547,0.9380287224629718,0.34920455750149354,1.0480266496605557,93.95215688547685,ALB,42.74583333,-73.80527778,US,NY,east,no
72,72,0.2352098631625074,0.010502940893121631,0.34920455750149354,1.0480266496605557,93.95215688547685,ALM,32.83972222,-105.99,US,NM,west,no
73,73,0.3506487365518722,0.36427417398662276,0.34920455750149354,1.0480266496605557,93.95215688547685,AMA,35.22722222,-101.72194444,US,TX,centre,no
74,74,0.2869625671234186,1.3632062573830859,0.34920455750149354,1.0480266496605557,93.95215688547685,AUS,30.19444444,-97.67,US,TX,centre,no
75,75,0.2482358193465018,0.9869618144185155,0.34920455750149354,1.0480266496605557,93.95215688547685,BDL,41.93861111,-72.68333333,US,CT,east,no
76,76,0.35166910170184884,0.1357387376367593,0.34920455750149354,1.0480266496605557,93.95215688547685,BFL,35.43,-119.05222222,US,CA,west,no
77,77,0.17581154617044176,0.3247449919291206,0.34920455750149354,1.0480266496605557,93.95215688547685,BIL,45.80694444,-108.54277778,US,MT,west,no
78,78,0.17465591263103564,0.7606504217030274,0.34920455750149354,1.0480266496605557,93.95215688547685,BOI,43.56527778,-116.225,US,ID,west,no
79,79,0.3647823428725493,1.0861854721405657,0.34920455750149354,1.0480266496605557,93.95215688547685,BOS,42.36361111,-71.00611111,US,MA,east,yes
80,80,0.23500607282813252,0.037654362885348694,0.34920455750149354,1.0480266496605557,93.95215688547685,BPT,29.95083333,-94.02,US,TX,centre,no
81,81,0.32179307816564245,1.0082252603895476,0.34920455750149354,1.0480266496605557,93.95215688547685,BUF,42.94111111,-78.73638889,US,NY,east,no
82,82,0.16066913868831234,1.5335075967388787,0.34920455750149354,1.0480266496605557,93.95215688547685,BUR,34.2,-118.35777778,US,CA,west,yes
83,83,0.44998768615476975,1.479099273752738,0.34920455750149354,1.0480266496605557,93.95215688547685,BWI,39.175,-76.67,US,MD,east,no
84,84,0.1665306985154414,1.4525457864837052,0.34920455750149354,1.0480266496605557,93.95215688547685,CMH,39.99111111,-82.87833333,US,OH,east,no
85,85,0.32287105204479005,0.015137853976883041,0.34920455750149354,1.0480266496605557,93.95215688547685,CNM,32.33722222,-104.26277778,US,NM,west,no
86,86,0.17083257400214835,0.7497054658685602,0.34920455750149354,1.0480266496605557,93.95215688547685,COS,38.80888889,-104.70916667,US,CO,west,no
87,87,0.05040884286372865,0.30578270643568684,0.34920455750149354,1.0480266496605557,93.95215688547685,CRP,27.77,-97.50083333,US,TX,centre,no
88,88,0.31656747554720993,1.0592134181780897,0.34920455750149354,1.0480266496605557,93.95215688547685,CVG,39.04777778,-84.66861111,US,KY,centre,no
89,89,0.21730126241398998,0.005703883557477715,0.34920455750149354,1.0480266496605557,93.95215688547685,CVN,34.42722222,-103.07888889,US,NM,west,no
90,90,0.341494061191432,0.6639181571527547,0.34920455750149354,1.0480266496605557,93.95215688547685,DAL,32.84694444,-96.85333333,US,TX,centre,no
91,91,0.24090583454189501,1.183122186155581,0.34920455750149354,1.0480266496605557,93.95215688547685,DCA,38.85166667,-77.03694444,US,VA,east,yes
92,92,0.3,2.1404788085376474,0.34920455750149354,1.0480266496605557,93.95215688547685,DEN,39.77444444,-104.87972222,US,CO,west,no
93,93,0.26641557188501386,0.39660210176232685,0.34920455750149354,1.0480266496605557,93.95215688547685,ECP,30.35777778,-85.79888889,US,FL,east,no
94,94,0.21214548858540055,0.1857360903431417,0.34920455750149354,1.0480266496605557,93.95215688547685,EUG,44.12083333,-123.2175,US,OR,west,no
95,95,0.2696119178172812,1.1564575559914676,0.34920455750149354,1.0480266496605557,93.95215688547685,EWR,40.69583333,-74.17166667,US,NJ,east,yes
96,96,0.17862119770793705,0.35872183315462836,0.34920455750149354,1.0480266496605557,93.95215688547685,FAT,36.77666667,-119.71722222,US,CA,west,no
97,97,0.18254584130645918,0.657358803109924,0.34920455750149354,1.0480266496605557,93.95215688547685,GEG,47.62,-117.53277778,US,WA,west,no
98,98,0.2542894584263067,0.16903434542793438,0.34920455750149354,1.0480266496605557,93.95215688547685,GJT,39.11861111,-108.51388889,US,CO,west,no
99,99,0.2425827373486017,0.22426113952030874,0.34920455750149354,1.0480266496605557,93.95215688547685,GRK,31.06472222,-97.8275,US,TX,centre,no
100,100,0.37695904297156213,0.14656787922669742,0.34920455750149354,1.0480266496605557,93.95215688547685,GTF,47.48555556,-111.36694444,US,MT,west,no
101,101,0.31189024527600206,0.011163813423922492,0.34920455750149354,1.0480266496605557,93.95215688547685,HOB,32.68861111,-103.21694444,US,NM,west,no
102,102,0.2960421180098163,0.7798659633426538,0.34920455750149354,1.0480266496605557,93.95215688547685,HOU,29.645,-95.27861111,US,TX,centre,no
103,103,0.21019048089997727,0.3667002684805767,0.34920455750149354,1.0480266496605557,93.95215688547685,HRL,26.22805556,-97.65222222,US,TX,centre,no
104,104,0.24584534274834524,1.523187884711863,0.34920455750149354,1.0480266496605557,93.95215688547685,IAH,29.98333333,-95.34,US,TX,centre,no
105,105,0.19498059915426316,0.12651908688227104,0.34920455750149354,1.0480266496605557,93.95215688547685,IDA,43.51611111,-112.06472222,US,ID,west,no
106,106,0.20949368445782857,0.4053848738813632,0.34920455750149354,1.0480266496605557,93.95215688547685,ISP,40.79666667,-73.10083333,US,NY,east,no
107,107,0.33740184894747305,0.02912113765380924,0.34920455750149354,1.0480266496605557,93.95215688547685,IYK,35.65666667,-117.82916667,US,CA,west,no
108,108,0.26469810626141405,0.10592278339385505,0.34920455750149354,1.0480266496605557,93.95215688547685,LAR,41.31361111,-105.67305556,US,WY,west,no
109,109,0.29296145498446935,1.4131307545596192,0.34920455750149354,1.0480266496605557,93.95215688547685,LAS,36.08,-115.15222222,US,NV,west,no
110,110,0.11873522009192353,1.346273274881307,0.34920455750149354,1.0480266496605557,93.95215688547685,LAX,33.9425,-118.40805556,US,CA,west,yes
111,111,0.13171238034574595,0.46533914291412026,0.34920455750149354,1.0480266496605557,93.95215688547685,LBB,33.66222222,-101.82277778,US,TX,centre,no
112,112,0.17952696486001377,0.31404964072897157,0.34920455750149354,1.0480266496605557,93.95215688547685,LGB,33.8175,-118.15111111,US,CA,west,no
113,113,0.28024399546742795,0.31116240032072173,0.34920455750149354,1.0480266496605557,93.95215688547685,MAF,31.94083333,-102.20138889,US,TX,centre,no
114,114,0.12104706161249056,0.21475858106291296,0.34920455750149354,1.0480266496605557,93.95215688547685,MFE,26.17694444,-98.23972222,US,TX,centre,no
115,115,0.22998327216534586,0.7416473240192516,0.34920455750149354,1.0480266496605557,93.95215688547685,MHT,42.93833333,-71.43888889,US,NH,east,no
116,116,0.3315431597477523,0.15003323756359296,0.34920455750149354,1.0480266496605557,93.95215688547685,MOT,48.25944444,-101.28083333,US,ND,centre,no
117,117,0.0364475358652758,0.1769116644962746,0.34920455750149354,1.0480266496605557,93.95215688547685,MRY,36.58805556,-121.84805556,US,CA,west,no
118,118,0.33204115558187464,2.0488095275042957,0.34920455750149354,1.0480266496605557,93.95215688547685,MSP,44.88611111,-93.21777778,US,MN,centre,yes
119,119,0.29267163810094005,1.1354756396707102,0.34920455750149354,1.0480266496605557,93.95215688547685,MSY,29.99111111,-90.25138889,US,LA,centre,no
120,120,0.2828779258464943,0.7126050510600572,0.34920455750149354,1.0480266496605557,93.95215688547685,OAK,37.72138889,-122.22083333,US,CA,west,no
121,121,0.220161470996942,1.6291157799638163,0.34920455750149354,1.0480266496605557,93.95215688547685,OKC,35.39222222,-97.60166667,US,OK,centre,no
122,122,0.2988904759536164,1.2356000392793651,0.34920455750149354,1.0480266496605557,93.95215688547685,OMA,41.30194444,-95.89333333,US,NE,centre,no
123,123,0.21611454324715085,0.6494414118579296,0.34920455750149354,1.0480266496605557,93.95215688547685,ONT,34.05611111,-117.60111111,US,CA,west,no
124,124,0.18052304607878789,0.9191702142616868,0.34920455750149354,1.0480266496605557,93.95215688547685,ORF,36.89583333,-76.20138889,US,VA,east,no
125,125,0.20624993523448631,0.6211902305135918,0.34920455750149354,1.0480266496605557,93.95215688547685,PBI,26.68222222,-80.09416667,US,FL,east,no
126,126,0.18887441109069042,0.9109254772556817,0.34920455750149354,1.0480266496605557,93.95215688547685,PDX,45.58916667,-122.595,US,OR,west,no
127,127,0.12427464959181994,1.258528420877636,0.34920455750149354,1.0480266496605557,93.95215688547685,PHX,33.43611111,-112.00944444,US,AZ,west,no
128,128,0.16463824368634666,0.23816801860918396,0.34920455750149354,1.0480266496605557,93.95215688547685,PSC,46.26388889,-119.11472222,US,WA,west,no
129,129,0.11731172412267812,0.4520816183022545,0.34920455750149354,1.0480266496605557,93.95215688547685,PSP,33.82666667,-116.505,US,CA,west,no
130,130,0.3581521689278618,0.8430314437137171,0.34920455750149354,1.0480266496605557,93.95215688547685,PVD,41.72833333,-71.42611111,US,RI,east,no
131,131,0.19309403250704765,1.3755863638249124,0.34920455750149354,1.0480266496605557,93.95215688547685,RDU,35.87527778,-78.78194444,US,NC,east,no
132,132,0.3094353386587729,0.8377435667135432,0.34920455750149354,1.0480266496605557,93.95215688547685,RNO,39.49777778,-119.7675,US,NV,west,no
133,133,0.2410856889213278,0.8480032458168005,0.34920455750149354,1.0480266496605557,93.95215688547685,SAN,32.73277778,-117.18722222,US,CA,west,no
134,134,0.2538015882411158,1.169755973005821,0.34920455750149354,1.0480266496605557,93.95215688547685,SAT,29.53333333,-98.46944444,US,TX,centre,no
135,135,0.4878902157613107,0.2805936081044817,0.34920455750149354,1.0480266496605557,93.95215688547685,SBA,34.42777778,-119.83944444,US,CA,west,no
136,136,0.3267024275589039,0.06084012150007405,0.34920455750149354,1.0480266496605557,93.95215688547685,SBP,35.23666667,-120.63916667,US,CA,west,no
137,137,0.4973643950290531,1.5579651088760134,0.34920455750149354,1.0480266496605557,93.95215688547685,SDF,38.17972222,-85.73861111,US,KY,centre,no
138,138,0.1815454243100655,0.9479723409678047,0.34920455750149354,1.0480266496605557,93.95215688547685,SEA,47.44722222,-122.30555556,US,WA,west,no
139,139,0.2101180292958713,1.0125298505769722,0.34920455750149354,1.0480266496605557,93.95215688547685,SFO,37.61888889,-122.375,US,CA,west,no
140,140,0.16537661751336272,0.8577802428826213,0.34920455750149354,1.0480266496605557,93.95215688547685,SJC,37.36277778,-121.94055556,US,CA,west,no
141,141,0.2177927635221073,0.7506909450073691,0.34920455750149354,1.0480266496605557,93.95215688547685,SMF,38.69555556,-121.58972222,US,CA,west,no
142,142,0.21759491345521162,0.736941781267322,0.34920455750149354,1.0480266496605557,93.95215688547685,SNA,33.67555556,-117.86694444,US,CA,west,no
143,143,0.1527600055729626,0.009219312083543128,0.34920455750149354,1.0480266496605557,93.95215688547685,SVC,32.63194444,-108.15388889,US,NM,west,no
144,144,0.4626560853192062,0.6571463504750551,0.34920455750149354,1.0480266496605557,93.95215688547685,TLH,30.39972222,-84.35194444,US,FL,east,no
145,145,0.442057494621989,1.0294241333964793,0.34920455750149354,1.0480266496605557,93.95215688547685,TPA,27.97305556,-82.53527778,US,FL,east,no
146,146,0.18764615360982193,0.845412608879079,0.34920455750149354,1.0480266496605557,93.95215688547685,TUS,32.11611111,-110.94055556,US,AZ,west,no
147,147,0.38160890343901166,0.01611073501904457,0.34920455750149354,1.0480266496605557,93.95215688547685,ABR,45.44972222,-98.42166667,US,SD,centre,no
148,148,0.2937140279366788,0.018797717879296075,0.34920455750149354,1.0480266496605557,93.95215688547685,ATY,44.90888889,-97.15416667,US,SD,centre,no
149,149,0.29849813792131413,0.021921468212241398,0.34920455750149354,1.0480266496605557,93.95215688547685,ABY,31.53222222,-84.19611111,US,GA,east,no
150,150,0.3782212953298939,0.020158852154732135,0.34920455750149354,1.0480266496605557,93.95215688547685,GLH,33.48444444,-90.985,US,MS,centre,no
151,151,0.20578371632827483,0.026010290129194934,0.34920455750149354,1.0480266496605557,93.95215688547685,SDM,32.57222222,-116.97944444,US,CA,west,no
152,152,0.4094230328284716,0.09993103144410488,0.34920455750149354,1.0480266496605557,93.95215688547685,ACK,41.25666667,-70.05972222,US,MA,east,no
153,153,0.6194718043489184,0.007205395428629531,0.34920455750149354,1.0480266496605557,93.95215688547685,BDR,41.16416667,-73.12444444,US,CT,east,no
154,154,0.12227912839096666,0.007245442508155236,0.34920455750149354,1.0480266496605557,93.95215688547685,CT1,41.69027778,-72.86472222,US,CT,east,no
155,155,0.6070075290666797,0.007871111790803246,0.34920455750149354,1.0480266496605557,93.95215688547685,EWB,41.67694444,-70.95916667,US,MA,east,no
156,156,0.22998776016745895,0.1443887943769634,0.34920455750149354,1.0480266496605557,93.95215688547685,FRG,40.72944444,-73.415,US,NY,east,no
157,157,0.09534994259567653,0.011197401343508247,0.34920455750149354,1.0480266496605557,93.95215688547685,HFD,41.73333333,-72.65,US,CT,east,no
158,158,0.2982516649403564,0.06200064265817691,0.34920455750149354,1.0480266496605557,93.95215688547685,HTO,40.95944444,-72.25166667,US,NY,east,no
159,159,0.25533499094872,0.04575510160541853,0.34920455750149354,1.0480266496605557,93.95215688547685,HVN,41.26527778,-72.88833333,US,CT,east,no
160,160,0.12231374957810279,0.04873736617352165,0.34920455750149354,1.0480266496605557,93.95215688547685,HYA,41.66583333,-70.28055556,US,MA,east,no
161,161,0.18144431631528019,0.061675329341534274,0.34920455750149354,1.0480266496605557,93.95215688547685,MMU,40.79916667,-74.41583333,US,NJ,east,no
162,162,0.30993966147567803,0.06479254294934572,0.34920455750149354,1.0480266496605557,93.95215688547685,MVY,41.39277778,-70.61666667,US,MA,east,no
163,163,0.46387076315134346,0.022968494943008434,0.34920455750149354,1.0480266496605557,93.95215688547685,OWD,42.19194444,-71.17722222,US,MA,east,no
164,164,0.11162857391805173,0.09570025348392,0.34920455750149354,1.0480266496605557,93.95215688547685,OXC,41.47861111,-73.13527778,US,CT,east,no
165,165,0.44630176408124617,0.44342575183350863,0.34920455750149354,1.0480266496605557,93.95215688547685,TEB,40.84972222,-74.06222222,US,NJ,east,no
166,166,0.42113284146899227,0.021852354409251293,0.34920455750149354,1.0480266496605557,93.95215688547685,ZXU,41.59722222,-71.41222222,US,RI,east,no
167,167,0.35552764869255427,0.11347519959808715,0.34920455750149354,1.0480266496605557,93.95215688547685,ACT,31.61138889,-97.22861111,US,TX,centre,no
168,168,0.43913884492875604,0.11150854594670456,0.34920455750149354,1.0480266496605557,93.95215688547685,COU,38.81361111,-92.21916667,US,MO,centre,no
169,169,0.12539131276347404,0.11600754214472386,0.34920455750149354,1.0480266496605557,93.95215688547685,FOE,38.9525,-95.6625,US,KS,centre,no
170,170,0.3479085444053823,0.38574887170616273,0.34920455750149354,1.0480266496605557,93.95215688547685,LAN,42.77916667,-84.58833333,US,MI,east,no
171,171,0.2511023884659299,0.06292222524869849,0.34920455750149354,1.0480266496605557,93.95215688547685,MHK,39.14222222,-96.66888889,US,KS,centre,no
172,172,0.09548632601906576,0.09582211894780542,0.34920455750149354,1.0480266496605557,93.95215688547685,SWO,36.15888889,-97.08555556,US,OK,centre,no
173,173,0.43244305995899757,0.07364959422084376,0.34920455750149354,1.0480266496605557,93.95215688547685,TUP,34.25888889,-88.76722222,US,MS,centre,no
174,174,0.30993236834533866,0.9199689535134532,0.34920455750149354,1.0480266496605557,93.95215688547685,TYS,35.81222222,-83.9925,US,TN,east,no
175,175,0.2469256978715138,0.05655778422374533,0.34920455750149354,1.0480266496605557,93.95215688547685,ACV,40.97916667,-124.1075,US,CA,west,no
176,176,0.26082338013063355,0.08754434216917911,0.34920455750149354,1.0480266496605557,93.95215688547685,BLI,48.79444444,-122.53472222,US,WA,west,no
177,177,0.3564653795299657,0.024298841465170397,0.34920455750149354,1.0480266496605557,93.95215688547685,CEC,41.78,-124.23583333,US,CA,west,no
178,178,0.20396899352472228,0.059495293005000636,0.34920455750149354,1.0480266496605557,93.95215688547685,RDD,40.50833333,-122.29222222,US,CA,west,no
179,179,0.33038251752574727,0.4687149948061724,0.34920455750149354,1.0480266496605557,93.95215688547685,ACY,39.45611111,-74.57805556,US,NJ,east,no
180,180,0.49077334815332974,0.29709654563054927,0.34920455750149354,1.0480266496605557,93.95215688547685,AGS,33.36916667,-81.96444444,US,GA,east,no
181,181,0.4033869590146336,0.5573991520408879,0.34920455750149354,1.0480266496605557,93.95215688547685,CAE,33.93638889,-81.11583333,US,SC,east,no
182,182,0.3708624538135154,0.6012845920169541,0.34920455750149354,1.0480266496605557,93.95215688547685,CAK,40.91388889,-81.44166667,US,OH,east,no
183,183,0.416100772895175,0.03158157081521359,0.34920455750149354,1.0480266496605557,93.95215688547685,CEF,42.19777778,-72.53055556,US,MA,east,no
184,184,0.34599781054540435,0.20391078759020095,0.34920455750149354,1.0480266496605557,93.95215688547685,CRW,38.37277778,-81.59305556,US,WV,east,no
185,185,0.20104618248028194,0.19581791587427852,0.34920455750149354,1.0480266496605557,93.95215688547685,CWA,44.78222222,-89.65916667,US,WI,centre,no
186,186,0.45086547570300706,0.38878544745162247,0.34920455750149354,1.0480266496605557,93.95215688547685,DAB,29.1825,-81.05277778,US,FL,east,no
187,187,0.5429915713905973,0.28291291047342804,0.34920455750149354,1.0480266496605557,93.95215688547685,FAY,34.99138889,-78.88027778,US,NC,east,no
