,index,x0,w,sigma,c,t,iata,latitude,longitude,country,state,region
24,24,0.25969158028015077,0.41046897869304105,0.21868891196482237,0.6662125081029145,63.03238322429713,FNT,42.96666667,-83.74166667,US,MI,east
25,25,0.30346761757031465,0.526343996252727,0.21868891196482237,0.6662125081029145,63.03238322429713,GPT,30.40611111,-89.07027778,US,MS,centre
26,26,0.3857743316334545,0.5297131435915865,0.21868891196482237,0.6662125081029145,63.03238322429713,GRB,44.48805556,-88.13055556,US,WI,centre
27,27,0.2538449011390952,0.5860071430114916,0.21868891196482237,0.6662125081029145,63.03238322429713,GSP,34.89888889,-82.21388889,US,SC,east
28,28,0.32779083595055175,0.6330948086795954,0.21868891196482237,0.6662125081029145,63.03238322429713,HSV,34.64277778,-86.77555556,US,AL,centre
29,29,0.38860455614796047,1.7773013263965705,0.21868891196482237,0.6662125081029145,63.03238322429713,IAD,38.94166667,-77.4575,US,VA,east
30,30,0.452299124737675,0.8441875943195735,0.21868891196482237,0.6662125081029145,63.03238322429713,ICT,37.65,-97.43277778,US,KS,centre
31,31,0.2916582362691648,0.3747206616100602,0.21868891196482237,0.6662125081029145,63.03238322429713,ILM,34.26694444,-77.90388889,US,NC,east
32,32,0.39321764201688647,1.4056201755450737,0.21868891196482237,0.6662125081029145,63.03238322429713,IND,39.72888889,-86.28166667,US,IN,east
33,33,0.6291410457144903,0.7970988851512033,0.21868891196482237,0.6662125081029145,63.03238322429713,JAX,30.48472222,-81.68777778,US,FL,east
34,34,0.47393373121803967,0.6649574003593215,0.21868891196482237,0.6662125081029145,63.03238322429713,JFK,40.63861111,-73.77694444,US,NY,east
35,35,0.5521689074008744,0.02589963797715441,0.21868891196482237,0.6662125081029145,63.03238322429713,LBE,40.27638889,-79.40277778,US,PA,east
36,36,0.24077373615753356,0.6321481191243601,0.21868891196482237,0.6662125081029145,63.03238322429713,LEX,38.03972222,-84.60222222,US,KY,centre
37,37,0.4511965483508674,1.228014797145549,0.21868891196482237,0.6662125081029145,63.03238322429713,LGA,40.77944444,-73.87583333,US,NY,east
38,38,0.6060986997159119,1.0314094675703194,0.21868891196482237,0.6662125081029145,63.03238322429713,LIT,34.72916667,-92.23444444,US,AR,centre
39,39,0.6123184399908465,1.3771456888485145,0.21868891196482237,0.6662125081029145,63.03238322429713,MCI,39.2975,-94.71388889,US,MO,centre
40,40,0.43277147792330667,1.2287693053463438,0.21868891196482237,0.6662125081029145,63.03238322429713,MCO,28.43166667,-81.32472222,US,FL,east
41,41,0.6587667186303503,1.2166814446999719,0.21868891196482237,0.6662125081029145,63.03238322429713,MDW,41.785,-87.75194444,US,IL,east
42,42,0.5180252978350438,1.4132304633580481,0.21868891196482237,0.6662125081029145,63.03238322429713,MEM,35.04972222,-89.97861111,US,TN,east
43,43,0.6372696828776362,1.545558752449627,0.21868891196482237,0.6662125081029145,63.03238322429713,MKE,42.95027778,-87.89722222,US,WI,centre
44,44,0.2863225174246185,0.48548269867115257,0.21868891196482237,0.6662125081029145,63.03238322429713,MLI,41.44888889,-90.505,US,IL,east
45,45,0.4566199252516121,0.7593347184209327,0.21868891196482237,0.6662125081029145,63.03238322429713,MSN,43.14194444,-89.33694444,US,WI,centre
46,46,0.2648286718195924,0.4710902392382093,0.21868891196482237,0.6662125081029145,63.03238322429713,MYR,33.67916667,-78.92972222,US,SC,east
47,47,0.28662550720592644,1.8653532249751918,0.21868891196482237,0.6662125081029145,63.03238322429713,ORD,41.97805556,-87.90611111,US,IL,east
48,48,0.41394145503375923,0.07240007527140076,0.21868891196482237,0.6662125081029145,63.03238322429713,PGD,26.91916667,-81.99138889,US,FL,east
49,49,0.4471257324345193,1.6040606220328952,0.21868891196482237,0.6662125081029145,63.03238322429713,PHL,39.86805556,-75.24861111,US,PA,east
50,50,0.43965343127414896,0.2971216453227079,0.21868891196482237,0.6662125081029145,63.03238322429713,PIE,27.90722222,-82.68555556,US,FL,east
51,51,0.5165223638664502,1.3610406250375788,0.21868891196482237,0.6662125081029145,63.03238322429713,PIT,40.49666667,-80.23583333,US,PA,east
52,52,0.6054962439919728,0.10505212361389135,0.21868891196482237,0.6662125081029145,63.03238322429713,PUB,38.29277778,-104.49611111,US,CO,west
53,53,0.2724886016512093,0.8253592009293056,0.21868891196482237,0.6662125081029145,63.03238322429713,RIC,37.50527778,-77.31972222,US,VA,east
54,54,0.28340554363644177,0.3434229284012751,0.21868891196482237,0.6662125081029145,63.03238322429713,ROA,37.32472222,-79.97638889,US,VA,east
55,55,0.5376316707399107,0.6211715630773665,0.21868891196482237,0.6662125081029145,63.03238322429713,RSW,26.53611111,-81.755,US,FL,east
56,56,0.36753163480642154,0.27024767926024235,0.21868891196482237,0.6662125081029145,63.03238322429713,SFB,28.775,-81.24027778,US,FL,east
57,57,0.3425664901923701,0.32458812377134877,0.21868891196482237,0.6662125081029145,63.03238322429713,SRQ,27.39388889,-82.55416667,US,FL,east
58,58,0.5441864536731092,1.2893575569357298,0.21868891196482237,0.6662125081029145,63.03238322429713,STL,38.74722222,-90.36444444,US,MO,centre
59,59,0.6611175770542125,1.0851316181395994,0.21868891196482237,0.6662125081029145,63.03238322429713,TUL,36.19777778,-95.88972222,US,OK,centre
60,60,0.24797403898061615,0.8440811189187133,0.21868891196482237,0.6662125081029145,63.03238322429713,UTM,34.68083333,-90.34638889,US,MS,centre
61,61,0.24191269453301545,0.3328765980864083,0.21868891196482237,0.6662125081029145,63.03238322429713,VPS,30.48333333,-86.52527778,US,FL,east
62,62,0.4954827635356165,0.0652083991626793,0.21868891196482237,0.6662125081029145,63.03238322429713,ABI,32.40944444,-99.67972222,US,TX,centre
63,63,0.7621384785375194,0.7480948387236522,0.21868891196482237,0.6662125081029145,63.03238322429713,ELP,31.80666667,-106.37722222,US,TX,centre
64,64,0.7217933073967021,0.2861542670447564,0.21868891196482237,0.6662125081029145,63.03238322429713,ENV,40.71861111,-114.03388889,US,UT,west
65,65,0.5164192397054173,0.034307116445651945,0.21868891196482237,0.6662125081029145,63.03238322429713,GGG,32.38666667,-94.71527778,US,TX,centre
66,66,0.6341771786166663,0.8935207335073387,0.21868891196482237,0.6662125081029145,63.03238322429713,IFP,35.16444444,-114.56527778,US,AZ,west
67,67,0.5483976090891448,0.053502839404614845,0.21868891196482237,0.6662125081029145,63.03238322429713,SJT,31.35972222,-100.49444444,US,TX,centre
68,68,0.7874615060032517,1.0937551484666361,0.21868891196482237,0.6662125081029145,63.03238322429713,SLC,40.78416667,-111.96694444,US,UT,west
69,69,0.46848699050962794,0.08002286201947724,0.21868891196482237,0.6662125081029145,63.03238322429713,SMO,34.01611111,-118.45083333,US,CA,west
70,70,0.773040884374506,0.8219489918388649,0.21868891196482237,0.6662125081029145,63.03238322429713,ABQ,35.04166667,-106.60638889,US,NM,west
71,71,0.42088740414691433,0.9975109052600833,0.21868891196482237,0.6662125081029145,63.03238322429713,ALB,42.74583333,-73.80527778,US,NY,east
72,72,0.47980265244703063,0.012007018931635832,0.21868891196482237,0.6662125081029145,63.03238322429713,ALM,32.83972222,-105.99,US,NM,west
73,73,0.7519298011606911,0.3618527281548688,0.21868891196482237,0.6662125081029145,63.03238322429713,AMA,35.22722222,-101.72194444,US,TX,centre
74,74,0.6577354284415179,1.294908612835539,0.21868891196482237,0.6662125081029145,63.03238322429713,AUS,30.19444444,-97.67,US,TX,centre
75,75,0.43798343359094005,0.9922037565696187,0.21868891196482237,0.6662125081029145,63.03238322429713,BDL,41.93861111,-72.68333333,US,CT,east
76,76,0.6892023887727975,0.14732352620809833,0.21868891196482237,0.6662125081029145,63.03238322429713,BFL,35.43,-119.05222222,US,CA,west
77,77,0.6463858062026289,0.28678223723284657,0.21868891196482237,0.6662125081029145,63.03238322429713,BIL,45.80694444,-108.54277778,US,MT,west
78,78,0.732734023763012,0.6563159167565068,0.21868891196482237,0.6662125081029145,63.03238322429713,BOI,43.56527778,-116.225,US,ID,west
79,79,0.6008547540011452,1.0768474747766843,0.21868891196482237,0.6662125081029145,63.03238322429713,BOS,42.36361111,-71.00611111,US,MA,east
80,80,0.5452385043346085,0.03016268237121643,0.21868891196482237,0.6662125081029145,63.03238322429713,BPT,29.95083333,-94.02,US,TX,centre
81,81,0.46473519145736875,1.0286146197910544,0.21868891196482237,0.6662125081029145,63.03238322429713,BUF,42.94111111,-78.73638889,US,NY,east
82,82,0.7675530646221345,1.405927056393579,0.21868891196482237,0.6662125081029145,63.03238322429713,BUR,34.2,-118.35777778,US,CA,west
83,83,0.5055039479946446,1.291157040960917,0.21868891196482237,0.6662125081029145,63.03238322429713,BWI,39.175,-76.67,US,MD,east
84,84,0.5037316363419442,1.3620563431424646,0.21868891196482237,0.6662125081029145,63.03238322429713,CMH,39.99111111,-82.87833333,US,OH,east
85,85,0.5170572561082522,0.015128916256737743,0.21868891196482237,0.6662125081029145,63.03238322429713,CNM,32.33722222,-104.26277778,US,NM,west
86,86,0.6320686688932847,0.7003132297144519,0.21868891196482237,0.6662125081029145,63.03238322429713,COS,38.80888889,-104.70916667,US,CO,west
87,87,0.6497334563029215,0.22294224656245118,0.21868891196482237,0.6662125081029145,63.03238322429713,CRP,27.77,-97.50083333,US,TX,centre
88,88,0.3277542088834041,1.0509077301273049,0.21868891196482237,0.6662125081029145,63.03238322429713,CVG,39.04777778,-84.66861111,US,KY,centre
89,89,0.5238109555765528,0.005749547302831517,0.21868891196482237,0.6662125081029145,63.03238322429713,CVN,34.42722222,-103.07888889,US,NM,west
90,90,0.6918542201681472,0.6461882440919382,0.21868891196482237,0.6662125081029145,63.03238322429713,DAL,32.84694444,-96.85333333,US,TX,centre
91,91,0.45706828986467185,1.1378569390606053,0.21868891196482237,0.6662125081029145,63.03238322429713,DCA,38.85166667,-77.03694444,US,VA,east
92,92,0.5,2.1550651677423893,0.21868891196482237,0.6662125081029145,63.03238322429713,DEN,39.77444444,-104.87972222,US,CO,west
93,93,0.6039522103533906,0.3764981363089254,0.21868891196482237,0.6662125081029145,63.03238322429713,ECP,30.35777778,-85.79888889,US,FL,east
94,94,0.6477147288634791,0.17234404814619272,0.21868891196482237,0.6662125081029145,63.03238322429713,EUG,44.12083333,-123.2175,US,OR,west
95,95,0.3934912897091886,1.194378334643747,0.21868891196482237,0.6662125081029145,63.03238322429713,EWR,40.69583333,-74.17166667,US,NJ,east
96,96,0.6979158911423959,0.31814961333318886,0.21868891196482237,0.6662125081029145,63.03238322429713,FAT,36.77666667,-119.71722222,US,CA,west
97,97,0.6888105449335181,0.5994524018035527,0.21868891196482237,0.6662125081029145,63.03238322429713,GEG,47.62,-117.53277778,US,WA,west
98,98,0.6492676488247304,0.14544801262211102,0.21868891196482237,0.6662125081029145,63.03238322429713,GJT,39.11861111,-108.51388889,US,CO,west
99,99,0.385623051150329,0.2026288027791658,0.21868891196482237,0.6662125081029145,63.03238322429713,GRK,31.06472222,-97.8275,US,TX,centre
100,100,0.6037445666004947,0.13501142249124362,0.21868891196482237,0.6662125081029145,63.03238322429713,GTF,47.48555556,-111.36694444,US,MT,west
101,101,0.5004912148303505,0.012089917321484414,0.21868891196482237,0.6662125081029145,63.03238322429713,HOB,32.68861111,-103.21694444,US,NM,west
102,102,0.6163248096070286,0.7468417821681377,0.21868891196482237,0.6662125081029145,63.03238322429713,HOU,29.645,-95.27861111,US,TX,centre
103,103,0.664890053074037,0.3446961796802934,0.21868891196482237,0.6662125081029145,63.03238322429713,HRL,26.22805556,-97.65222222,US,TX,centre
104,104,0.5191698365962129,1.5282477368529794,0.21868891196482237,0.6662125081029145,63.03238322429713,IAH,29.98333333,-95.34,US,TX,centre
105,105,0.628275927037054,0.11469787016657161,0.21868891196482237,0.6662125081029145,63.03238322429713,IDA,43.51611111,-112.06472222,US,ID,west
106,106,0.6725992830118073,0.3833844902995703,0.21868891196482237,0.6662125081029145,63.03238322429713,ISP,40.79666667,-73.10083333,US,NY,east
107,107,0.5364656223354073,0.02247505351486676,0.21868891196482237,0.6662125081029145,63.03238322429713,IYK,35.65666667,-117.82916667,US,CA,west
108,108,0.5189231469054251,0.10239335321201866,0.21868891196482237,0.6662125081029145,63.03238322429713,LAR,41.31361111,-105.67305556,US,WY,west
109,109,0.7510165854487423,1.380667837628819,0.21868891196482237,0.6662125081029145,63.03238322429713,LAS,36.08,-115.15222222,US,NV,west
110,110,0.7619502062465722,1.2262643600889345,0.21868891196482237,0.6662125081029145,63.03238322429713,LAX,33.9425,-118.40805556,US,CA,west
111,111,0.7571288825638197,0.40661204026449754,0.21868891196482237,0.6662125081029145,63.03238322429713,LBB,33.66222222,-101.82277778,US,TX,centre
112,112,0.7312735774257723,0.30355192218873334,0.21868891196482237,0.6662125081029145,63.03238322429713,LGB,33.8175,-118.15111111,US,CA,west
113,113,0.7480092057426266,0.3227350544180761,0.21868891196482237,0.6662125081029145,63.03238322429713,MAF,31.94083333,-102.20138889,US,TX,centre
114,114,0.5378753446156012,0.20081476590628955,0.21868891196482237,0.6662125081029145,63.03238322429713,MFE,26.17694444,-98.23972222,US,TX,centre
115,115,0.608828496755101,0.6628894886265766,0.21868891196482237,0.6662125081029145,63.03238322429713,MHT,42.93833333,-71.43888889,US,NH,east
116,116,0.5367103531637483,0.14050283624497287,0.21868891196482237,0.6662125081029145,63.03238322429713,MOT,48.25944444,-101.28083333,US,ND,centre
117,117,0.6748729708048109,0.13845041274912037,0.21868891196482237,0.6662125081029145,63.03238322429713,MRY,36.58805556,-121.84805556,US,CA,west
118,118,0.5170436160835463,2.061105585138617,0.21868891196482237,0.6662125081029145,63.03238322429713,MSP,44.88611111,-93.21777778,US,MN,centre
119,119,0.4541550626541861,1.166448542918925,0.21868891196482237,0.6662125081029145,63.03238322429713,MSY,29.99111111,-90.25138889,US,LA,centre
120,120,0.7737498665364384,0.7031596803587614,0.21868891196482237,0.6662125081029145,63.03238322429713,OAK,37.72138889,-122.22083333,US,CA,west
121,121,0.5837287402967909,1.6536978867725176,0.21868891196482237,0.6662125081029145,63.03238322429713,OKC,35.39222222,-97.60166667,US,OK,centre
122,122,0.5959435915538273,1.228165826174461,0.21868891196482237,0.6662125081029145,63.03238322429713,OMA,41.30194444,-95.89333333,US,NE,centre
123,123,0.7330388880637385,0.6716230974679122,0.21868891196482237,0.6662125081029145,63.03238322429713,ONT,34.05611111,-117.60111111,US,CA,west
124,124,0.44851661790372077,0.9346785020789551,0.21868891196482237,0.6662125081029145,63.03238322429713,ORF,36.89583333,-76.20138889,US,VA,east
125,125,0.5593670036535981,0.5817150512697375,0.21868891196482237,0.6662125081029145,63.03238322429713,PBI,26.68222222,-80.09416667,US,FL,east
126,126,0.7523884263590267,0.8576136298086637,0.21868891196482237,0.6662125081029145,63.03238322429713,PDX,45.58916667,-122.595,US,OR,west
127,127,0.7509018537595326,1.1338332097767776,0.21868891196482237,0.6662125081029145,63.03238322429713,PHX,33.43611111,-112.00944444,US,AZ,west
128,128,0.7119312529101385,0.22362047209241973,0.21868891196482237,0.6662125081029145,63.03238322429713,PSC,46.26388889,-119.11472222,US,WA,west
129,129,0.7104940315951678,0.38063375567049135,0.21868891196482237,0.6662125081029145,63.03238322429713,PSP,33.82666667,-116.505,US,CA,west
130,130,0.3993213524503401,0.8349970683414664,0.21868891196482237,0.6662125081029145,63.03238322429713,PVD,41.72833333,-71.42611111,US,RI,east
131,131,0.4762317491275873,1.3144159532980628,0.21868891196482237,0.6662125081029145,63.03238322429713,RDU,35.87527778,-78.78194444,US,NC,east
132,132,0.7857854470343771,0.8252689907432041,0.21868891196482237,0.6662125081029145,63.03238322429713,RNO,39.49777778,-119.7675,US,NV,west
133,133,0.7488040851627691,0.781938339489195,0.21868891196482237,0.6662125081029145,63.03238322429713,SAN,32.73277778,-117.18722222,US,CA,west
134,134,0.6616037850816474,1.1491310678396733,0.21868891196482237,0.6662125081029145,63.03238322429713,SAT,29.53333333,-98.46944444,US,TX,centre
135,135,0.7579742435456411,0.23422753892553225,0.21868891196482237,0.6662125081029145,63.03238322429713,SBA,34.42777778,-119.83944444,US,CA,west
136,136,0.5472420677079314,0.06280734720136362,0.21868891196482237,0.6662125081029145,63.03238322429713,SBP,35.23666667,-120.63916667,US,CA,west
137,137,0.45753540744534316,1.3580517602220985,0.21868891196482237,0.6662125081029145,63.03238322429713,SDF,38.17972222,-85.73861111,US,KY,centre
138,138,0.7766683452159697,0.9530255247732554,0.21868891196482237,0.6662125081029145,63.03238322429713,SEA,47.44722222,-122.30555556,US,WA,west
139,139,0.772643745095341,0.9852790266823644,0.21868891196482237,0.6662125081029145,63.03238322429713,SFO,37.61888889,-122.375,US,CA,west
140,140,0.770204488975677,0.7766187935795635,0.21868891196482237,0.6662125081029145,63.03238322429713,SJC,37.36277778,-121.94055556,US,CA,west
141,141,0.7540749361262232,0.7033807852044011,0.21868891196482237,0.6662125081029145,63.03238322429713,SMF,38.69555556,-121.58972222,US,CA,west
142,142,0.7428950151812069,0.7036863406540219,0.21868891196482237,0.6662125081029145,63.03238322429713,SNA,33.67555556,-117.86694444,US,CA,west
143,143,0.49354006155400043,0.005353665611014882,0.21868891196482237,0.6662125081029145,63.03238322429713,SVC,32.63194444,-108.15388889,US,NM,west
144,144,0.25404084867313137,0.501638128506331,0.21868891196482237,0.6662125081029145,63.03238322429713,TLH,30.39972222,-84.35194444,US,FL,east
145,145,0.5742924921747321,0.8767611574540056,0.21868891196482237,0.6662125081029145,63.03238322429713,TPA,27.97305556,-82.53527778,US,FL,east
146,146,0.7650390764150072,0.8010147874871897,0.21868891196482237,0.6662125081029145,63.03238322429713,TUS,32.11611111,-110.94055556,US,AZ,west
147,147,0.5362518540072221,0.01566130876955109,0.21868891196482237,0.6662125081029145,63.03238322429713,ABR,45.44972222,-98.42166667,US,SD,centre
148,148,0.5404913729510131,0.01209328255654592,0.21868891196482237,0.6662125081029145,63.03238322429713,ATY,44.90888889,-97.15416667,US,SD,centre
149,149,0.48428648488659504,0.015617814512181796,0.21868891196482237,0.6662125081029145,63.03238322429713,ABY,31.53222222,-84.19611111,US,GA,east
150,150,0.4975132459846526,0.02257368576852374,0.21868891196482237,0.6662125081029145,63.03238322429713,GLH,33.48444444,-90.985,US,MS,centre
151,151,0.4926883590415334,0.02636187003471039,0.21868891196482237,0.6662125081029145,63.03238322429713,SDM,32.57222222,-116.97944444,US,CA,west
152,152,0.4925620647872262,0.09613979369958188,0.21868891196482237,0.6662125081029145,63.03238322429713,ACK,41.25666667,-70.05972222,US,MA,east
153,153,0.49195727136617634,0.00543560435307377,0.21868891196482237,0.6662125081029145,63.03238322429713,BDR,41.16416667,-73.12444444,US,CT,east
154,154,0.5349183300250091,0.005579257247233341,0.21868891196482237,0.6662125081029145,63.03238322429713,CT1,41.69027778,-72.86472222,US,CT,east
155,155,0.5002069200243295,0.015169315227653314,0.21868891196482237,0.6662125081029145,63.03238322429713,EWB,41.67694444,-70.95916667,US,MA,east
156,156,0.5274040901390655,0.13312847678758025,0.21868891196482237,0.6662125081029145,63.03238322429713,FRG,40.72944444,-73.415,US,NY,east
157,157,0.4932845853738681,0.015598492362825745,0.21868891196482237,0.6662125081029145,63.03238322429713,HFD,41.73333333,-72.65,US,CT,east
158,158,0.4600835626545621,0.06330449811404247,0.21868891196482237,0.6662125081029145,63.03238322429713,HTO,40.95944444,-72.25166667,US,NY,east
159,159,0.47750967535596733,0.04127809409789116,0.21868891196482237,0.6662125081029145,63.03238322429713,HVN,41.26527778,-72.88833333,US,CT,east
160,160,0.4610397496610053,0.045054566657948755,0.21868891196482237,0.6662125081029145,63.03238322429713,HYA,41.66583333,-70.28055556,US,MA,east
161,161,0.4530179282808317,0.0557308314845284,0.21868891196482237,0.6662125081029145,63.03238322429713,MMU,40.79916667,-74.41583333,US,NJ,east
162,162,0.4212911477787917,0.060421017765546,0.21868891196482237,0.6662125081029145,63.03238322429713,MVY,41.39277778,-70.61666667,US,MA,east
163,163,0.48627773634231064,0.015275249500802803,0.21868891196482237,0.6662125081029145,63.03238322429713,OWD,42.19194444,-71.17722222,US,MA,east
164,164,0.4829181229175966,0.08394058866704145,0.21868891196482237,0.6662125081029145,63.03238322429713,OXC,41.47861111,-73.13527778,US,CT,east
165,165,0.5233817003112942,0.3822709038010888,0.21868891196482237,0.6662125081029145,63.03238322429713,TEB,40.84972222,-74.06222222,US,NJ,east
166,166,0.4871769649462424,0.019045011020321,0.21868891196482237,0.6662125081029145,63.03238322429713,ZXU,41.59722222,-71.41222222,US,RI,east
167,167,0.510684338922766,0.1006968900964697,0.21868891196482237,0.6662125081029145,63.03238322429713,ACT,31.61138889,-97.22861111,US,TX,centre
168,168,0.5597973570934345,0.09064947638599524,0.21868891196482237,0.6662125081029145,63.03238322429713,COU,38.81361111,-92.21916667,US,MO,centre
169,169,0.5577478230704832,0.09998040782813765,0.21868891196482237,0.6662125081029145,63.03238322429713,FOE,38.9525,-95.6625,US,KS,centre
170,170,0.29332548223820937,0.3640265922417901,0.21868891196482237,0.6662125081029145,63.03238322429713,LAN,42.77916667,-84.58833333,US,MI,east
171,171,0.5587190184920211,0.06687124322411267,0.21868891196482237,0.6662125081029145,63.03238322429713,MHK,39.14222222,-96.66888889,US,KS,centre
172,172,0.5307617845305073,0.07679080207454099,0.21868891196482237,0.6662125081029145,63.03238322429713,SWO,36.15888889,-97.08555556,US,OK,centre
173,173,0.47361334666850285,0.07330574988031197,0.21868891196482237,0.6662125081029145,63.03238322429713,TUP,34.25888889,-88.76722222,US,MS,centre
174,174,0.2213620285548816,0.9227500225501468,0.21868891196482237,0.6662125081029145,63.03238322429713,TYS,35.81222222,-83.9925,US,TN,east
175,175,0.5422135846750219,0.049203411099875805,0.21868891196482237,0.6662125081029145,63.03238322429713,ACV,40.97916667,-124.1075,US,CA,west
176,176,0.6211853765353056,0.08841069323924261,0.21868891196482237,0.6662125081029145,63.03238322429713,BLI,48.79444444,-122.53472222,US,WA,west
177,177,0.5186993021458375,0.022466778558496398,0.21868891196482237,0.6662125081029145,63.03238322429713,CEC,41.78,-124.23583333,US,CA,west
178,178,0.5945442689533027,0.05756466856877458,0.21868891196482237,0.6662125081029145,63.03238322429713,RDD,40.50833333,-122.29222222,US,CA,west
179,179,0.2772991674194579,0.4528291947085595,0.21868891196482237,0.6662125081029145,63.03238322429713,ACY,39.45611111,-74.57805556,US,NJ,east
180,180,0.2745760359066381,0.2410267205731353,0.21868891196482237,0.6662125081029145,63.03238322429713,AGS,33.36916667,-81.96444444,US,GA,east
181,181,0.23786089789611867,0.49726031939204796,0.21868891196482237,0.6662125081029145,63.03238322429713,CAE,33.93638889,-81.11583333,US,SC,east
182,182,0.24874050250168425,0.5317356682177273,0.21868891196482237,0.6662125081029145,63.03238322429713,CAK,40.91388889,-81.44166667,US,OH,east
183,183,0.4881824047695331,0.026096745033746704,0.21868891196482237,0.6662125081029145,63.03238322429713,CEF,42.19777778,-72.53055556,US,MA,east
184,184,0.3064097571261751,0.20320880417377724,0.21868891196482237,0.6662125081029145,63.03238322429713,CRW,38.37277778,-81.59305556,US,WV,east
185,185,0.4498181241041361,0.16692370629501163,0.21868891196482237,0.6662125081029145,63.03238322429713,CWA,44.78222222,-89.65916667,US,WI,centre
186,186,0.2646329076779734,0.3364694011680622,0.21868891196482237,0.6662125081029145,63.03238322429713,DAB,29.1825,-81.05277778,US,FL,east
187,187,0.33116151295532487,0.2247438077503329,0.21868891196482237,0.6662125081029145,63.03238322429713,FAY,34.99138889,-78.88027778,US,NC,east
188,188,0.27527282018962274,0.41053094366602866,0.21868891196482237,0.6662125081029145,63.03238322429713,FWA,40.97833333,-85.18805556,US,IN,east
189,189,0.39535469474277074,0.7444945957417123,0.21868891196482237,0.6662125081029145,63.03238322429713,GRR,42.88111111,-85.52416667,US,MI,east
190,190,0.2166927874935081,0.5955835147573627,0.21868891196482237,0.6662125081029145,63.03238322429713,GSO,36.09194444,-79.94277778,US,NC,east
191,191,0.503598066037905,0.03342307033484459,0.21868891196482237,0.6662125081029145,63.03238322429713,GYY,41.61805556,-87.41555556,US,IN,east
192,192,0.45351336428500677,0.04985085222054499,0.21868891196482237,0.6662125081029145,63.03238322429713,ISO,35.32666667,-77.61666667,US,NC,east
193,193,0.5981337232761001,0.012256266824605774,0.21868891196482237,0.6662125081029145,63.03238322429713,JST,40.31666667,-78.83444444,US,PA,east
