,index,x0,x1,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
26,26,-90.73112217373489,39.52368966819389,1.956458285964335,0.27074400873632065,0.3552495308049068,190.93344215454604,GRB,44.48805556,-88.13055556,US,WI,centre,no
27,27,-89.2823792760755,36.83196807212642,2.0469181261081175,0.27074400873632065,0.3552495308049068,190.93344215454604,GSP,34.89888889,-82.21388889,US,SC,east,no
28,28,-89.82286225506157,37.19019318054713,1.879932066966352,0.27074400873632065,0.3552495308049068,190.93344215454604,HSV,34.64277778,-86.77555556,US,AL,centre,no
29,29,-89.88115666832688,38.115824166832205,4.8474919397182346,0.27074400873632065,0.3552495308049068,190.93344215454604,IAD,38.94166667,-77.4575,US,VA,east,yes
30,30,-91.17948815706667,38.725539706157576,2.7558647353641033,0.27074400873632065,0.3552495308049068,190.93344215454604,ICT,37.65,-97.43277778,US,KS,centre,no
31,31,-89.73812426187646,36.95909763750217,1.0751138937759324,0.27074400873632065,0.3552495308049068,190.93344215454604,ILM,34.26694444,-77.90388889,US,NC,east,no
32,32,-90.22170563662473,38.46021350879909,4.093372277048274,0.27074400873632065,0.3552495308049068,190.93344215454604,IND,39.72888889,-86.28166667,US,IN,east,no
33,33,-90.00380351130549,37.52798927907643,2.5195111118420828,0.27074400873632065,0.3552495308049068,190.93344215454604,JAX,30.48472222,-81.68777778,US,FL,east,no
34,34,-89.58460954620891,37.68888379818372,2.0309277574736346,0.27074400873632065,0.3552495308049068,190.93344215454604,JFK,40.63861111,-73.77694444,US,NY,east,yes
35,35,-82.84631464935056,43.0310411761895,0.4866537657311874,0.27074400873632065,0.3552495308049068,190.93344215454604,LBE,40.27638889,-79.40277778,US,PA,east,no
36,36,-89.4356716646849,36.11088578897767,2.3969935368625057,0.27074400873632065,0.3552495308049068,190.93344215454604,LEX,38.03972222,-84.60222222,US,KY,centre,no
37,37,-89.79709741539875,37.86121678397219,3.639635081500557,0.27074400873632065,0.3552495308049068,190.93344215454604,LGA,40.77944444,-73.87583333,US,NY,east,no
38,38,-90.59178937823928,36.43327295370929,3.2327448909229033,0.27074400873632065,0.3552495308049068,190.93344215454604,LIT,34.72916667,-92.23444444,US,AR,centre,no
39,39,-91.75017539914543,37.79826938855549,4.38805850608118,0.27074400873632065,0.3552495308049068,190.93344215454604,MCI,39.2975,-94.71388889,US,MO,centre,no
40,40,-91.22998023082151,37.30004843373528,3.7662573201832794,0.27074400873632065,0.3552495308049068,190.93344215454604,MCO,28.43166667,-81.32472222,US,FL,east,no
41,41,-89.06343301174674,38.90572181395745,3.681757517384457,0.27074400873632065,0.3552495308049068,190.93344215454604,MDW,41.785,-87.75194444,US,IL,east,no
42,42,-90.99312974013344,36.352066040675666,4.43721005700366,0.27074400873632065,0.3552495308049068,190.93344215454604,MEM,35.04972222,-89.97861111,US,TN,east,no
43,43,-91.4787299340446,38.28888179387902,4.558176324758008,0.27074400873632065,0.3552495308049068,190.93344215454604,MKE,42.95027778,-87.89722222,US,WI,centre,no
44,44,-91.25277761297443,40.490573266093946,2.363307790806389,0.27074400873632065,0.3552495308049068,190.93344215454604,MLI,41.44888889,-90.505,US,IL,east,no
45,45,-90.79738735980538,39.39350396439991,2.7124883735696654,0.27074400873632065,0.3552495308049068,190.93344215454604,MSN,43.14194444,-89.33694444,US,WI,centre,no
46,46,-89.32257935045646,37.31147778792248,1.417632919742149,0.27074400873632065,0.3552495308049068,190.93344215454604,MYR,33.67916667,-78.92972222,US,SC,east,no
47,47,-90.36875490554017,38.1846882955354,5.055107580501949,0.27074400873632065,0.3552495308049068,190.93344215454604,ORD,41.97805556,-87.90611111,US,IL,east,yes
48,48,-81.13028170176113,31.391567847008364,1.4220332387727452,0.27074400873632065,0.3552495308049068,190.93344215454604,PGD,26.91916667,-81.99138889,US,FL,east,no
49,49,-89.82574037750523,38.053260204834295,4.5383789625264885,0.27074400873632065,0.3552495308049068,190.93344215454604,PHL,39.86805556,-75.24861111,US,PA,east,no
50,50,-88.37172283083285,35.77069987804657,1.4882701678149626,0.27074400873632065,0.3552495308049068,190.93344215454604,PIE,27.90722222,-82.68555556,US,FL,east,no
51,51,-90.02469890047773,38.58810771684858,3.9301343955188215,0.27074400873632065,0.3552495308049068,190.93344215454604,PIT,40.49666667,-80.23583333,US,PA,east,no
52,52,-100.10647713536471,36.16319034205621,1.2415945380307665,0.27074400873632065,0.3552495308049068,190.93344215454604,PUB,38.29277778,-104.49611111,US,CO,west,no
53,53,-89.27030659220233,38.09493748577939,2.590793627523737,0.27074400873632065,0.3552495308049068,190.93344215454604,RIC,37.50527778,-77.31972222,US,VA,east,no
54,54,-88.7904217567558,37.18352882632775,1.2056842806542907,0.27074400873632065,0.3552495308049068,190.93344215454604,ROA,37.32472222,-79.97638889,US,VA,east,no
55,55,-90.5452175350442,37.483269682287485,1.9223838557167556,0.27074400873632065,0.3552495308049068,190.93344215454604,RSW,26.53611111,-81.755,US,FL,east,no
56,56,-88.38856221468698,34.6573206121402,1.6947223584093283,0.27074400873632065,0.3552495308049068,190.93344215454604,SFB,28.775,-81.24027778,US,FL,east,no
57,57,-89.6521986499591,37.69956646654388,0.8322843712533581,0.27074400873632065,0.3552495308049068,190.93344215454604,SRQ,27.39388889,-82.55416667,US,FL,east,no
58,58,-91.62257542172553,38.19600040784174,4.099401575706776,0.27074400873632065,0.3552495308049068,190.93344215454604,STL,38.74722222,-90.36444444,US,MO,centre,no
59,59,-91.7685679575574,38.341710761984125,3.6605855867763246,0.27074400873632065,0.3552495308049068,190.93344215454604,TUL,36.19777778,-95.88972222,US,OK,centre,no
60,60,-90.14145948856432,37.944963634252716,2.5018917401147633,0.27074400873632065,0.3552495308049068,190.93344215454604,UTM,34.68083333,-90.34638889,US,MS,centre,no
61,61,-89.5937072965287,36.877120691308185,1.012443192765917,0.27074400873632065,0.3552495308049068,190.93344215454604,VPS,30.48333333,-86.52527778,US,FL,east,no
62,62,-101.97195682263794,31.31813027391104,1.2807641893781212,0.27074400873632065,0.3552495308049068,190.93344215454604,ABI,32.40944444,-99.67972222,US,TX,centre,no
63,63,-95.52761440929048,36.844692998702065,3.823459718303953,0.27074400873632065,0.3552495308049068,190.93344215454604,ELP,31.80666667,-106.37722222,US,TX,centre,no
64,64,-102.28772437485006,42.16410759842317,3.3038612926468356,0.27074400873632065,0.3552495308049068,190.93344215454604,ENV,40.71861111,-114.03388889,US,UT,west,no
65,65,-93.1037747699626,32.49761275015928,0.4037778678432111,0.27074400873632065,0.3552495308049068,190.93344215454604,GGG,32.38666667,-94.71527778,US,TX,centre,no
66,66,-94.60707164520531,39.90828165587411,4.761094084644937,0.27074400873632065,0.3552495308049068,190.93344215454604,IFP,35.16444444,-114.56527778,US,AZ,west,no
67,67,-102.28544596714866,30.35236241927087,1.1686319276169288,0.27074400873632065,0.3552495308049068,190.93344215454604,SJT,31.35972222,-100.49444444,US,TX,centre,no
68,68,-98.099283356083,39.015106629014355,5.651140037606675,0.27074400873632065,0.3552495308049068,190.93344215454604,SLC,40.78416667,-111.96694444,US,UT,west,no
69,69,-113.23043160220615,33.52957701138228,1.749447869806129,0.27074400873632065,0.3552495308049068,190.93344215454604,SMO,34.01611111,-118.45083333,US,CA,west,no
70,70,-96.25840012838124,37.431057178652374,4.245659662746413,0.27074400873632065,0.3552495308049068,190.93344215454604,ABQ,35.04166667,-106.60638889,US,NM,west,no
71,71,-90.46025101132406,38.514797885438924,3.008582402835693,0.27074400873632065,0.3552495308049068,190.93344215454604,ALB,42.74583333,-73.80527778,US,NY,east,no
72,72,-108.66207128011172,31.664654003719754,0.34839349296248256,0.27074400873632065,0.3552495308049068,190.93344215454604,ALM,32.83972222,-105.99,US,NM,west,no
73,73,-95.81833603305121,36.79422131296787,2.3452639212496758,0.27074400873632065,0.3552495308049068,190.93344215454604,AMA,35.22722222,-101.72194444,US,TX,centre,no
74,74,-92.49203371481359,37.60557211712909,4.461117575492678,0.27074400873632065,0.3552495308049068,190.93344215454604,AUS,30.19444444,-97.67,US,TX,centre,no
75,75,-91.09792193518153,37.860367001671236,2.990435292770934,0.27074400873632065,0.3552495308049068,190.93344215454604,BDL,41.93861111,-72.68333333,US,CT,east,no
76,76,-115.0360749026352,35.85534280549055,2.601808028657945,0.27074400873632065,0.3552495308049068,190.93344215454604,BFL,35.43,-119.05222222,US,CA,west,no
77,77,-102.20623500310066,44.73546879537627,3.393418817014919,0.27074400873632065,0.3552495308049068,190.93344215454604,BIL,45.80694444,-108.54277778,US,MT,west,no
78,78,-97.84331594252978,38.33738305966591,3.8726131086459565,0.27074400873632065,0.3552495308049068,190.93344215454604,BOI,43.56527778,-116.225,US,ID,west,no
79,79,-89.56341619155522,38.33521154564869,3.398842797551024,0.27074400873632065,0.3552495308049068,190.93344215454604,BOS,42.36361111,-71.00611111,US,MA,east,yes
80,80,-93.39335157927643,31.9239092970061,0.426094645031783,0.27074400873632065,0.3552495308049068,190.93344215454604,BPT,29.95083333,-94.02,US,TX,centre,no
81,81,-90.12750352532768,38.4250752934419,3.1108449648229057,0.27074400873632065,0.3552495308049068,190.93344215454604,BUF,42.94111111,-78.73638889,US,NY,east,no
82,82,-100.42431997383942,37.81788570534262,7.092717661283485,0.27074400873632065,0.3552495308049068,190.93344215454604,BUR,34.2,-118.35777778,US,CA,west,yes
83,83,-90.28558831980476,37.69584366255131,3.8794442407223464,0.27074400873632065,0.3552495308049068,190.93344215454604,BWI,39.175,-76.67,US,MD,east,no
84,84,-90.28869339456989,38.30635138200052,3.930009962401216,0.27074400873632065,0.3552495308049068,190.93344215454604,CMH,39.99111111,-82.87833333,US,OH,east,no
85,85,-102.39173512263424,34.042154665547486,0.26830681437008436,0.27074400873632065,0.3552495308049068,190.93344215454604,CNM,32.33722222,-104.26277778,US,NM,west,no
86,86,-94.79229040775378,39.635568491177125,3.6688011336087505,0.27074400873632065,0.3552495308049068,190.93344215454604,COS,38.80888889,-104.70916667,US,CO,west,no
87,87,-94.30408272622033,35.068737057637094,1.5688377128378757,0.27074400873632065,0.3552495308049068,190.93344215454604,CRP,27.77,-97.50083333,US,TX,centre,no
88,88,-90.14418844980862,37.55979951235979,3.036656069132663,0.27074400873632065,0.3552495308049068,190.93344215454604,CVG,39.04777778,-84.66861111,US,KY,centre,no
89,89,-104.93761730505933,35.144846594785385,0.09323511777149433,0.27074400873632065,0.3552495308049068,190.93344215454604,CVN,34.42722222,-103.07888889,US,NM,west,no
90,90,-93.02737462720066,36.670369535137404,2.8531108498504416,0.27074400873632065,0.3552495308049068,190.93344215454604,DAL,32.84694444,-96.85333333,US,TX,centre,no
91,91,-89.97817207080607,37.10591610712992,3.263295639386286,0.27074400873632065,0.3552495308049068,190.93344215454604,DCA,38.85166667,-77.03694444,US,VA,east,yes
92,92,-104.87972222000002,39.77444444,8.91617496838299,0.27074400873632065,0.3552495308049068,190.93344215454604,DEN,39.77444444,-104.87972222,US,CO,west,no
93,93,-91.28765952517266,35.76110926189835,1.482513546041554,0.27074400873632065,0.3552495308049068,190.93344215454604,ECP,30.35777778,-85.79888889,US,FL,east,no
94,94,-110.9098378533842,42.57411796200544,2.814699174882375,0.27074400873632065,0.3552495308049068,190.93344215454604,EUG,44.12083333,-123.2175,US,OR,west,no
95,95,-90.15331232816605,38.02410521008471,3.4661489480011243,0.27074400873632065,0.3552495308049068,190.93344215454604,EWR,40.69583333,-74.17166667,US,NJ,east,yes
96,96,-107.9983676115869,34.211772185527,3.904580559451447,0.27074400873632065,0.3552495308049068,190.93344215454604,FAT,36.77666667,-119.71722222,US,CA,west,no
97,97,-99.74583682369767,38.90206036457402,3.8885560294885257,0.27074400873632065,0.3552495308049068,190.93344215454604,GEG,47.62,-117.53277778,US,WA,west,no
98,98,-100.03394321398095,40.243121918749594,1.5905530249251787,0.27074400873632065,0.3552495308049068,190.93344215454604,GJT,39.11861111,-108.51388889,US,CO,west,no
99,99,-91.81552600938956,33.22214050578038,1.800615475383607,0.27074400873632065,0.3552495308049068,190.93344215454604,GRK,31.06472222,-97.8275,US,TX,centre,no
100,100,-105.37112553791941,44.3284271896214,2.016049145266154,0.27074400873632065,0.3552495308049068,190.93344215454604,GTF,47.48555556,-111.36694444,US,MT,west,no
101,101,-103.29589022854272,33.29485565501874,0.2581012450305927,0.27074400873632065,0.3552495308049068,190.93344215454604,HOB,32.68861111,-103.21694444,US,NM,west,no
102,102,-92.00113486951498,36.89612052933253,2.6991954079026743,0.27074400873632065,0.3552495308049068,190.93344215454604,HOU,29.645,-95.27861111,US,TX,centre,no
103,103,-93.34983398035446,36.2926131129118,1.7494336458929844,0.27074400873632065,0.3552495308049068,190.93344215454604,HRL,26.22805556,-97.65222222,US,TX,centre,no
104,104,-91.53583506061732,37.15332795745911,4.608987920454841,0.27074400873632065,0.3552495308049068,190.93344215454604,IAH,29.98333333,-95.34,US,TX,centre,no
105,105,-107.5849902931349,41.553714219498715,1.762566465390803,0.27074400873632065,0.3552495308049068,190.93344215454604,IDA,43.51611111,-112.06472222,US,ID,west,no
106,106,-87.6126578562002,39.15349275736971,1.9691742613533856,0.27074400873632065,0.3552495308049068,190.93344215454604,ISP,40.79666667,-73.10083333,US,NY,east,no
107,107,-119.6102249202422,37.322319923991344,0.6992780530697574,0.27074400873632065,0.3552495308049068,190.93344215454604,IYK,35.65666667,-117.82916667,US,CA,west,no
108,108,-100.87571480010944,43.77801781381419,1.4419490619240323,0.27074400873632065,0.3552495308049068,190.93344215454604,LAR,41.31361111,-105.67305556,US,WY,west,no
109,109,-98.07855108007907,38.22767758368917,6.012971489295574,0.27074400873632065,0.3552495308049068,190.93344215454604,LAS,36.08,-115.15222222,US,NV,west,no
110,110,-102.34334863842685,36.789148645504675,6.2213492854486745,0.27074400873632065,0.3552495308049068,190.93344215454604,LAX,33.9425,-118.40805556,US,CA,west,yes
111,111,-95.2688041882102,37.20684036912649,2.4184588934841273,0.27074400873632065,0.3552495308049068,190.93344215454604,LBB,33.66222222,-101.82277778,US,TX,centre,no
112,112,-104.79506117907522,39.05106033718301,3.2303407600928202,0.27074400873632065,0.3552495308049068,190.93344215454604,LGB,33.8175,-118.15111111,US,CA,west,no
113,113,-96.14728895998716,36.852304541882766,2.1551944156641785,0.27074400873632065,0.3552495308049068,190.93344215454604,MAF,31.94083333,-102.20138889,US,TX,centre,no
114,114,-93.41853532872047,34.9167174471539,1.2728259423882502,0.27074400873632065,0.3552495308049068,190.93344215454604,MFE,26.17694444,-98.23972222,US,TX,centre,no
115,115,-89.56764674224017,38.54825318154554,2.2922070402491603,0.27074400873632065,0.3552495308049068,190.93344215454604,MHT,42.93833333,-71.43888889,US,NH,east,no
116,116,-94.5225768621324,43.90988296287021,1.6332581735127758,0.27074400873632065,0.3552495308049068,190.93344215454604,MOT,48.25944444,-101.28083333,US,ND,centre,no
117,117,-110.54134495643633,33.55402763868881,2.4162708899269876,0.27074400873632065,0.3552495308049068,190.93344215454604,MRY,36.58805556,-121.84805556,US,CA,west,no
118,118,-90.88908143133497,39.835551455857136,6.061926756872691,0.27074400873632065,0.3552495308049068,190.93344215454604,MSP,44.88611111,-93.21777778,US,MN,centre,yes
119,119,-89.78270551213083,37.49939370166131,3.5504241342001888,0.27074400873632065,0.3552495308049068,190.93344215454604,MSY,29.99111111,-90.25138889,US,LA,centre,no
120,120,-100.63297556083582,38.29692667574318,4.425944009696772,0.27074400873632065,0.3552495308049068,190.93344215454604,OAK,37.72138889,-122.22083333,US,CA,west,no
121,121,-91.72447110045663,37.8829936754303,4.910497169545653,0.27074400873632065,0.3552495308049068,190.93344215454604,OKC,35.39222222,-97.60166667,US,OK,centre,no
122,122,-91.38863502023968,38.32863617524956,3.8442993703275676,0.27074400873632065,0.3552495308049068,190.93344215454604,OMA,41.30194444,-95.89333333,US,NE,centre,no
123,123,-98.11621391937419,37.50078178374191,3.8825155297736176,0.27074400873632065,0.3552495308049068,190.93344215454604,ONT,34.05611111,-117.60111111,US,CA,west,no
124,124,-90.08368560705753,37.70460923193932,2.647419017448786,0.27074400873632065,0.3552495308049068,190.93344215454604,ORF,36.89583333,-76.20138889,US,VA,east,no
125,125,-89.64917303744505,37.79737209975465,1.690307391333755,0.27074400873632065,0.3552495308049068,190.93344215454604,PBI,26.68222222,-80.09416667,US,FL,east,no
126,126,-102.92016569172992,39.08857045005559,5.032829592307193,0.27074400873632065,0.3552495308049068,190.93344215454604,PDX,45.58916667,-122.595,US,OR,west,no
127,127,-96.01041141704896,37.54116328582231,5.245988208491934,0.27074400873632065,0.3552495308049068,190.93344215454604,PHX,33.43611111,-112.00944444,US,AZ,west,no
128,128,-106.3347553308508,42.278317179847974,2.9297301691927977,0.27074400873632065,0.3552495308049068,190.93344215454604,PSC,46.26388889,-119.11472222,US,WA,west,no
129,129,-109.43969623402036,33.947077138937104,4.327873227501057,0.27074400873632065,0.3552495308049068,190.93344215454604,PSP,33.82666667,-116.505,US,CA,west,no
130,130,-89.84938610700111,37.52490888254232,2.389774845620166,0.27074400873632065,0.3552495308049068,190.93344215454604,PVD,41.72833333,-71.42611111,US,RI,east,no
131,131,-90.12045732764993,37.9068607023402,3.729802777112314,0.27074400873632065,0.3552495308049068,190.93344215454604,RDU,35.87527778,-78.78194444,US,NC,east,no
132,132,-98.39609299551931,38.112532040624224,4.707485565444236,0.27074400873632065,0.3552495308049068,190.93344215454604,RNO,39.49777778,-119.7675,US,NV,west,no
133,133,-95.1591995862507,37.61102928754636,3.698824211728933,0.27074400873632065,0.3552495308049068,190.93344215454604,SAN,32.73277778,-117.18722222,US,CA,west,no
134,134,-92.16437336266053,37.04075905320827,4.026269862332746,0.27074400873632065,0.3552495308049068,190.93344215454604,SAT,29.53333333,-98.46944444,US,TX,centre,no
135,135,-111.43929819666542,38.03432739627058,3.357890975396467,0.27074400873632065,0.3552495308049068,190.93344215454604,SBA,34.42777778,-119.83944444,US,CA,west,no
136,136,-120.69789695237145,29.025854118568443,1.9892795084064614,0.27074400873632065,0.3552495308049068,190.93344215454604,SBP,35.23666667,-120.63916667,US,CA,west,no
137,137,-90.66084551649355,37.422561908164894,3.8621730426341827,0.27074400873632065,0.3552495308049068,190.93344215454604,SDF,38.17972222,-85.73861111,US,KY,centre,no
138,138,-101.77235830762471,39.48276518738255,5.590065328806973,0.27074400873632065,0.3552495308049068,190.93344215454604,SEA,47.44722222,-122.30555556,US,WA,west,no
139,139,-100.8162424713272,38.15858356841732,5.345723517689314,0.27074400873632065,0.3552495308049068,190.93344215454604,SFO,37.61888889,-122.375,US,CA,west,no
140,140,-95.71933931744331,38.40544583134475,3.8737828449770455,0.27074400873632065,0.3552495308049068,190.93344215454604,SJC,37.36277778,-121.94055556,US,CA,west,no
141,141,-101.1935589764476,38.0793450212318,4.131696772900871,0.27074400873632065,0.3552495308049068,190.93344215454604,SMF,38.69555556,-121.58972222,US,CA,west,no
142,142,-97.98104297899316,37.55502041307579,3.848985074522452,0.27074400873632065,0.3552495308049068,190.93344215454604,SNA,33.67555556,-117.86694444,US,CA,west,no
143,143,-109.59214903129171,30.160486047365225,0.19290211374776609,0.27074400873632065,0.3552495308049068,190.93344215454604,SVC,32.63194444,-108.15388889,US,NM,west,no
144,144,-89.87926880914125,36.775178465183224,1.5560113101766115,0.27074400873632065,0.3552495308049068,190.93344215454604,TLH,30.39972222,-84.35194444,US,FL,east,no
145,145,-89.96944438225573,37.81377063729089,2.967799509858174,0.27074400873632065,0.3552495308049068,190.93344215454604,TPA,27.97305556,-82.53527778,US,FL,east,no
146,146,-97.34744332377802,37.75018323498972,4.392731105070952,0.27074400873632065,0.3552495308049068,190.93344215454604,TUS,32.11611111,-110.94055556,US,AZ,west,no
147,147,-100.60873470482142,47.496104542965654,0.4219499784995715,0.27074400873632065,0.3552495308049068,190.93344215454604,ABR,45.44972222,-98.42166667,US,SD,centre,no
148,148,-98.74467247817087,46.31617491004369,0.26752506262433584,0.27074400873632065,0.3552495308049068,190.93344215454604,ATY,44.90888889,-97.15416667,US,SD,centre,no
149,149,-86.40967091826008,33.894002733341466,0.1775481632997565,0.27074400873632065,0.3552495308049068,190.93344215454604,ABY,31.53222222,-84.19611111,US,GA,east,no
150,150,-87.76706278675032,33.22404383223855,0.25021601931138154,0.27074400873632065,0.3552495308049068,190.93344215454604,GLH,33.48444444,-90.985,US,MS,centre,no
151,151,-114.181920709836,30.45898847178907,0.843868113416956,0.27074400873632065,0.3552495308049068,190.93344215454604,SDM,32.57222222,-116.97944444,US,CA,west,no
152,152,-73.06889686219294,40.9947461713414,2.04037235684025,0.27074400873632065,0.3552495308049068,190.93344215454604,ACK,41.25666667,-70.05972222,US,MA,east,no
153,153,-71.07811915296664,40.81088393911352,0.17820096520906617,0.27074400873632065,0.3552495308049068,190.93344215454604,BDR,41.16416667,-73.12444444,US,CT,east,no
154,154,-72.9938251423833,39.29464751732879,0.16839572164324795,0.27074400873632065,0.3552495308049068,190.93344215454604,CT1,41.69027778,-72.86472222,US,CT,east,no
155,155,-72.47410432922976,41.11981659090376,0.40888657718237426,0.27074400873632065,0.3552495308049068,190.93344215454604,EWB,41.67694444,-70.95916667,US,MA,east,no
156,156,-76.85093008807887,37.5937083955061,2.289716775958158,0.27074400873632065,0.3552495308049068,190.93344215454604,FRG,40.72944444,-73.415,US,NY,east,no
157,157,-69.79713599011224,45.69539779747956,0.6204797877639362,0.27074400873632065,0.3552495308049068,190.93344215454604,HFD,41.73333333,-72.65,US,CT,east,no
158,158,-72.12167658117714,40.20437213303458,1.4585353625738176,0.27074400873632065,0.3552495308049068,190.93344215454604,HTO,40.95944444,-72.25166667,US,NY,east,no
159,159,-71.8323245971117,38.69021236377718,1.1077608880692502,0.27074400873632065,0.3552495308049068,190.93344215454604,HVN,41.26527778,-72.88833333,US,CT,east,no
160,160,-73.0485616679068,41.951453015776124,1.0654027992175856,0.27074400873632065,0.3552495308049068,190.93344215454604,HYA,41.66583333,-70.28055556,US,MA,east,no
161,161,-73.10431454597416,39.80591497803778,1.2761925311027411,0.27074400873632065,0.3552495308049068,190.93344215454604,MMU,40.79916667,-74.41583333,US,NJ,east,no
162,162,-72.56069702732782,41.602442962979396,1.4486992553198335,0.27074400873632065,0.3552495308049068,190.93344215454604,MVY,41.39277778,-70.61666667,US,MA,east,no
163,163,-73.99426246762228,42.4852273419871,0.42203639587871683,0.27074400873632065,0.3552495308049068,190.93344215454604,OWD,42.19194444,-71.17722222,US,MA,east,no
164,164,-72.40424743636508,40.729176569782396,1.8613313132931824,0.27074400873632065,0.3552495308049068,190.93344215454604,OXC,41.47861111,-73.13527778,US,CT,east,no
165,165,-75.43672031931418,41.62210642109285,5.002596024230633,0.27074400873632065,0.3552495308049068,190.93344215454604,TEB,40.84972222,-74.06222222,US,NJ,east,no
166,166,-74.4083476848578,43.05613664754189,0.5057064694481885,0.27074400873632065,0.3552495308049068,190.93344215454604,ZXU,41.59722222,-71.41222222,US,RI,east,no
167,167,-94.51303360507205,34.98388274199938,0.8458937130576085,0.27074400873632065,0.3552495308049068,190.93344215454604,ACT,31.61138889,-97.22861111,US,TX,centre,no
168,168,-94.35451530579701,34.65737153928387,0.8072677434361591,0.27074400873632065,0.3552495308049068,190.93344215454604,COU,38.81361111,-92.21916667,US,MO,centre,no
169,169,-95.23000847410518,35.60132725496555,0.8071510444640679,0.27074400873632065,0.3552495308049068,190.93344215454604,FOE,38.9525,-95.6625,US,KS,centre,no
